CUSTOMER_ID,CUSTOMER_NAME,TENURE,STREET,CITY,STATE,ZIP,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS
A00009706,Mariana Waller,71,2269 Eastern Boulevard, Montgomery, AL,36117,M,Own,HI
A00006128,Debra Oliphant,108,819 Beazer Lane, Nashville, TN,37013,L,Own,HI
A00002422,Lauren Loftin,49,1536 Rachaels Ridge, Nashville, TN,37076,M,Own,HI
A00000670,Diane Givens,107,529 Wesley Avenue, Nashville, TN,37207,L,Rent,MI
A00007463,James Miles,35,2505 Walker Lane, Nashville, TN,37207,L,Mortgage,HI
A00007027,William Martin,82,2707 Eden Street, Nashville, TN,37208,L,Rent,MI
A00005205,Anthony Girard,55,122 40th Avenue North, Nashville, TN,37209,L,Own,MI
A00000804,William Zeigler,85,1907 18th Avenue South, Nashville, TN,37212,H,Rent,MI
A00000762,Donna Delosh,80,4463 Cato Road, Nashville, TN,37218,M,Own,MI
A00006313,Patricia Garrett,39,6721 Boundary Run, Nashville, TN,37221,H,Own,HI
A00004671,Nicholas Hamilton,118,642 South 2nd Street #608, Louisville, KY,40202,H,Mortgage,MI
A00009904,Denise Blake,54,188 Saint Matthews Avenue #1, Louisville, KY,40207,M,Own,MI
A00009572,Vivian Kiesel,108,120 North Hurstbourne Parkway #622, Louisville, KY,40222,L,Rent,MI
A00000014,Louis Yang,108,10723 Colonial Woods Court, Louisville, KY,40223,L,Rent,HI
A00002074,Marion Dollyhigh,20,200 Edgewood Way, Louisville, KY,40243,H,Mortgage,MI
A00008607,Bertha Roseman,115,9912 Shirewick Way, Louisville, KY,40272,M,Mortgage,HI
A00005617,David Pennington,90,210 Seaman, McCrory, AR,72101,L,Mortgage,HI
A00004112,Elbert Felix,85,780 South Wilmington Avenue #107, Fayetteville, AR,72701,L,Own,HI
A00004245,John Tilley,15,333 Saint Charles Avenue #B2, Fayetteville, AR,72701,L,Rent,LI
A00002691,Jimmie Herbert,69,1109 East Glenn Lane, Fayetteville, AR,72703,L,Rent,HI
A00000877,Jeremy Riccio,108,1823 North Munchkin Lane, Fayetteville, AR,72704,L,Mortgage,LI
A00009864,Melva Ramirez,42,1601 East 19th Street, Edmond, OK,73013,M,Rent,MI
A00009513,Catherine Wells,94,4132 Northwest 57th Street, Oklahoma City, OK,73112,L,Mortgage,HI
A00003818,Jacqueline Simpson,16,6120 Southeast 84th Street, Oklahoma City, OK,73135,M,Own,MI
A00000859,Donald Meehan,106,10001 Pheasant Lane, Oklahoma City, OK,73162,L,Rent,MI
A00009041,Wanda Ellison,34,812 Southwest 151st Street, Oklahoma City, OK,73170,L,Mortgage,MI
A00000193,Gary Enciso,43,6029 Wright Street, Arvada, CO,80004,M,Rent,HI
A00009910,Tasha Bolds,21,7095 Gladiola Street, Arvada, CO,80004,L,Own,MI
A00008149,Ricardo Gatlin,80,8595 West 81st Drive, Arvada, CO,80005,L,Rent,MI
A00007426,Mark Huang,106,9545 West 74th Avenue, Arvada, CO,80005,L,Mortgage,HI
A00006847,Susan Petersen,81,7564 Moore Court, Arvada, CO,80005,M,Mortgage,LI
A00003536,Gloria Davis,100,8642 Yule Street, Arvada, CO,80007,M,Mortgage,MI
A00003571,Terrance Han,38,5275 North 59th Avenue, Glendale, AZ,85301,M,Rent,MI
A00003691,Mildred Whitten,117,6225 West Citrus Way, Glendale, AZ,85301,M,Rent,MI
A00008559,Alice Murphy,44,6201 West Olive Avenue #3172, Glendale, AZ,85302,M,Rent,MI
A00006267,Kate Tito,47,6228 West Larkspur Drive, Glendale, AZ,85304,L,Mortgage,MI
A00000956,Mary Cotton,105,5205 West Thunderbird Road #1042, Glendale, AZ,85306,M,Rent,MI
A00003822,Christopher Demarest,89,7701 West Saint John Road #2010, Glendale, AZ,85308,L,Own,LI
A00004589,Travis Louis,88,6988 West Blackhawk Drive, Glendale, AZ,85308,M,Own,MI
A00001291,Mariann Hill,16,4770 Balboa Way, Fremont, CA,94536,M,Rent,MI
A00003348,Patsy Cantu,35,450 C Street, Hayward, CA,94541,M,Own,MI
A00008173,Jason Rodriguez,16,7573 National Drive, Livermore, CA,94550,M,Rent,HI
A00000134,Harold Garcia,39,1004 Bellflower Street, Livermore, CA,94551,L,Rent,MI
A00003172,Lashawn Engles,68,637 Britannia Drive, Vallejo, CA,94591,L,Rent,MI
A00006946,Barbara Clouthier,28,4329 Howe Street, Oakland, CA,94611,L,Rent,MI
A00005802,Joseph Walt,96,4329 Howe Street, Oakland, CA,94611,L,Own,LI
A00007890,Charles Johnson,51,2708 Mabel Street M, Berkeley, CA,94702,L,Mortgage,LI
A00004728,David Goodman,101,1358 Scenic Avenue R B, Berkeley, CA,94708,L,Rent,LI
A00004234,James Hodges,54,6244 Sun River Drive, Sacramento, CA,95824,M,Mortgage,HI
A00001719,Matt Mattis,81,1040 West 27th Avenue #APT 000401, Anchorage, AK,99503,M,Rent,MI
A00003693,Lisa Rosario,118,12870 Old Seward Highway #STE 000105, Anchorage, AK,99515,M,Mortgage,LI
A00007283,Chester Castleberry,77,5630 Silverado Way #STE A8, Anchorage, AK,99518,H,Rent,LI
,,,,,,,M,Mortgage,HI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Own,MI
,,,,,,,L,Rent,MI
,,,,,,,H,Mortgage,LI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Rent,LI
,,,,,,,L,Mortgage,LI
,,,,,,,M,Rent,LI
,,,,,,,M,Rent,LI
,,,,,,,M,Rent,HI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Own,HI
,,,,,,,L,Rent,HI
,,,,,,,M,Rent,LI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Own,LI
,,,,,,,L,Own,HI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Mortgage,LI
,,,,,,,M,Rent,LI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Own,LI
,,,,,,,H,Mortgage,HI
,,,,,,,M,Rent,LI
,,,,,,,L,Mortgage,LI
,,,,,,,L,Own,HI
,,,,,,,L,Own,MI
,,,,,,,H,Rent,HI
,,,,,,,L,Rent,MI
,,,,,,,L,Own,LI
,,,,,,,M,Rent,LI
,,,,,,,M,Own,LI
,,,,,,,H,Rent,HI
,,,,,,,L,Mortgage,MI
,,,,,,,H,Own,LI
,,,,,,,L,Rent,MI
,,,,,,,M,Rent,MI
,,,,,,,L,Mortgage,LI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Own,HI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Own,MI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Own,LI
,,,,,,,M,Own,LI
,,,,,,,M,Rent,MI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Own,LI
,,,,,,,M,Own,MI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Mortgage,LI
,,,,,,,M,Rent,LI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Rent,LI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Rent,HI
,,,,,,,L,Own,HI
,,,,,,,H,Own,MI
,,,,,,,L,Rent,MI
,,,,,,,L,Rent,HI
,,,,,,,H,Mortgage,MI
,,,,,,,L,Own,HI
,,,,,,,M,Own,LI
,,,,,,,H,Mortgage,LI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Rent,LI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Rent,HI
,,,,,,,L,Rent,LI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Mortgage,LI
,,,,,,,H,Own,MI
,,,,,,,M,Mortgage,HI
,,,,,,,H,Own,HI
,,,,,,,M,Rent,LI
,,,,,,,M,Own,LI
,,,,,,,H,Mortgage,HI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Rent,LI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Rent,MI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Own,MI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Rent,LI
,,,,,,,L,Rent,MI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Rent,LI
,,,,,,,M,Rent,MI
,,,,,,,H,Own,MI
,,,,,,,M,Rent,HI
,,,,,,,L,Rent,LI
,,,,,,,H,Rent,MI
,,,,,,,H,Rent,HI
,,,,,,,M,Mortgage,MI
,,,,,,,H,Own,MI
,,,,,,,H,Mortgage,LI
,,,,,,,M,Rent,HI
,,,,,,,L,Rent,HI
,,,,,,,L,Own,LI
,,,,,,,H,Mortgage,MI
,,,,,,,M,Mortgage,LI
,,,,,,,L,Rent,MI
,,,,,,,M,Rent,LI
,,,,,,,L,Rent,HI
,,,,,,,L,Rent,HI
,,,,,,,M,Mortgage,HI
,,,,,,,H,Rent,LI
,,,,,,,L,Rent,MI
,,,,,,,H,Own,MI
,,,,,,,M,Rent,HI
,,,,,,,H,Rent,LI
,,,,,,,H,Mortgage,HI
,,,,,,,M,Mortgage,HI
,,,,,,,L,Own,MI
,,,,,,,H,Rent,MI
,,,,,,,M,Own,MI
,,,,,,,L,Mortgage,MI
,,,,,,,H,Own,LI
,,,,,,,H,Own,MI
,,,,,,,M,Own,MI
,,,,,,,M,Rent,LI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Mortgage,LI
,,,,,,,H,Own,MI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Rent,HI
,,,,,,,L,Mortgage,MI
,,,,,,,H,Mortgage,MI
,,,,,,,H,Mortgage,LI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Own,MI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Rent,MI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Mortgage,HI
,,,,,,,M,Rent,LI
,,,,,,,M,Mortgage,LI
,,,,,,,M,Mortgage,LI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Rent,LI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Rent,MI
,,,,,,,H,Mortgage,HI
,,,,,,,M,Mortgage,LI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Rent,LI
,,,,,,,M,Rent,LI
,,,,,,,M,Rent,LI
,,,,,,,L,Rent,MI
,,,,,,,M,Mortgage,LI
,,,,,,,M,Own,MI
,,,,,,,L,Mortgage,HI
,,,,,,,M,Rent,MI
,,,,,,,M,Own,HI
,,,,,,,L,Rent,LI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Own,HI
,,,,,,,H,Own,MI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Rent,MI
,,,,,,,M,Rent,LI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Rent,MI
,,,,,,,L,Rent,MI
,,,,,,,M,Rent,MI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Rent,MI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Mortgage,LI
,,,,,,,M,Own,MI
,,,,,,,L,Mortgage,HI
,,,,,,,M,Rent,MI
,,,,,,,L,Own,MI
,,,,,,,L,Rent,MI
,,,,,,,M,Own,MI
,,,,,,,H,Own,HI
,,,,,,,M,Rent,MI
,,,,,,,L,Rent,MI
,,,,,,,H,Own,HI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Rent,MI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Rent,MI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Rent,MI
,,,,,,,M,Mortgage,LI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Own,MI
,,,,,,,M,Rent,MI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Rent,HI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Own,MI
,,,,,,,M,Own,LI
,,,,,,,H,Rent,LI
,,,,,,,M,Own,LI
,,,,,,,H,Own,MI
,,,,,,,M,Own,MI
,,,,,,,M,Own,MI
,,,,,,,L,Own,LI
,,,,,,,M,Rent,MI
,,,,,,,M,Own,LI
,,,,,,,M,Rent,LI
,,,,,,,M,Rent,LI
,,,,,,,L,Own,HI
,,,,,,,M,Rent,LI
,,,,,,,L,Own,HI
,,,,,,,M,Own,MI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Own,MI
,,,,,,,M,Own,LI
,,,,,,,M,Mortgage,MI
,,,,,,,H,Mortgage,MI
,,,,,,,H,Rent,HI
,,,,,,,L,Own,HI
,,,,,,,L,Own,MI
,,,,,,,L,Mortgage,LI
,,,,,,,L,Own,LI
,,,,,,,L,Own,HI
,,,,,,,L,Rent,HI
,,,,,,,M,Own,MI
,,,,,,,H,Rent,HI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Mortgage,LI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Rent,MI
,,,,,,,L,Rent,MI
,,,,,,,L,Rent,HI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Own,LI
,,,,,,,L,Mortgage,LI
,,,,,,,H,Mortgage,HI
,,,,,,,H,Rent,MI
,,,,,,,H,Rent,HI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Own,MI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Rent,LI
,,,,,,,L,Rent,LI
,,,,,,,M,Own,MI
,,,,,,,L,Rent,HI
,,,,,,,L,Rent,MI
,,,,,,,M,Rent,MI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Mortgage,HI
,,,,,,,L,Mortgage,HI
,,,,,,,H,Rent,MI
,,,,,,,M,Mortgage,MI
,,,,,,,H,Own,MI
,,,,,,,L,Rent,MI
,,,,,,,H,Own,LI
,,,,,,,M,Own,HI
,,,,,,,H,Mortgage,HI
,,,,,,,H,Rent,MI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Own,HI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Own,LI
,,,,,,,M,Own,HI
,,,,,,,L,Own,LI
,,,,,,,M,Own,MI
,,,,,,,M,Rent,MI
,,,,,,,M,Rent,LI
,,,,,,,L,Rent,LI
,,,,,,,L,Rent,HI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Own,MI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Own,HI
,,,,,,,M,Rent,HI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Own,LI
,,,,,,,M,Rent,MI
,,,,,,,M,Rent,HI
,,,,,,,L,Own,MI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Mortgage,LI
,,,,,,,L,Rent,HI
,,,,,,,H,Own,HI
,,,,,,,L,Rent,MI
,,,,,,,M,Own,HI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Rent,MI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Own,HI
,,,,,,,H,Mortgage,LI
,,,,,,,M,Own,MI
,,,,,,,L,Rent,MI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Own,LI
,,,,,,,H,Mortgage,HI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Own,LI
,,,,,,,M,Own,HI
,,,,,,,L,Rent,MI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Own,MI
,,,,,,,M,Own,MI
,,,,,,,H,Own,LI
,,,,,,,L,Mortgage,LI
,,,,,,,L,Rent,MI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Rent,MI
,,,,,,,M,Rent,LI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Own,MI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Own,MI
,,,,,,,L,Own,MI
,,,,,,,H,Rent,MI
,,,,,,,M,Rent,HI
,,,,,,,M,Own,LI
,,,,,,,M,Own,LI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Rent,HI
,,,,,,,M,Rent,LI
,,,,,,,H,Mortgage,LI
,,,,,,,M,Rent,MI
,,,,,,,M,Rent,MI
,,,,,,,H,Own,LI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Rent,HI
,,,,,,,L,Own,MI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Own,MI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Own,LI
,,,,,,,H,Mortgage,HI
,,,,,,,L,Mortgage,MI
,,,,,,,H,Rent,MI
,,,,,,,H,Own,MI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Own,LI
,,,,,,,L,Own,HI
,,,,,,,L,Rent,MI
,,,,,,,M,Own,MI
,,,,,,,M,Own,MI
,,,,,,,L,Own,MI
,,,,,,,L,Rent,HI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Rent,LI
,,,,,,,L,Mortgage,HI
,,,,,,,M,Own,MI
,,,,,,,M,Own,MI
,,,,,,,L,Rent,MI
,,,,,,,L,Rent,HI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Own,MI
,,,,,,,M,Mortgage,HI
,,,,,,,H,Own,MI
,,,,,,,L,Mortgage,MI
,,,,,,,H,Mortgage,MI
,,,,,,,H,Own,HI
,,,,,,,L,Rent,LI
,,,,,,,L,Rent,HI
,,,,,,,M,Mortgage,HI
,,,,,,,L,Rent,MI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Rent,LI
,,,,,,,M,Mortgage,LI
,,,,,,,M,Mortgage,LI
,,,,,,,H,Mortgage,LI
,,,,,,,L,Rent,MI
,,,,,,,M,Rent,MI
,,,,,,,M,Rent,HI
,,,,,,,L,Mortgage,MI
,,,,,,,H,Mortgage,HI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Own,MI
,,,,,,,M,Own,MI
,,,,,,,L,Own,HI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Rent,HI
,,,,,,,H,Mortgage,MI
,,,,,,,H,Own,HI
,,,,,,,H,Rent,LI
,,,,,,,M,Mortgage,LI
,,,,,,,L,Own,HI
,,,,,,,M,Own,MI
,,,,,,,H,Rent,MI
,,,,,,,L,Rent,LI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Rent,MI
,,,,,,,L,Rent,MI
,,,,,,,M,Own,MI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Own,LI
,,,,,,,M,Rent,MI
,,,,,,,M,Rent,MI
,,,,,,,L,Rent,LI
,,,,,,,M,Own,HI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Own,MI
,,,,,,,M,Rent,LI
,,,,,,,L,Rent,MI
,,,,,,,M,Rent,MI
,,,,,,,M,Mortgage,LI
,,,,,,,M,Rent,HI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Rent,LI
,,,,,,,M,Rent,MI
,,,,,,,L,Rent,HI
,,,,,,,M,Rent,MI
,,,,,,,M,Rent,HI
,,,,,,,M,Own,MI
,,,,,,,L,Own,MI
,,,,,,,M,Mortgage,MI
,,,,,,,M,Mortgage,LI
,,,,,,,L,Mortgage,LI
,,,,,,,L,Own,LI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Rent,MI
,,,,,,,L,Rent,HI
,,,,,,,L,Mortgage,MI
,,,,,,,H,Mortgage,MI
,,,,,,,L,Mortgage,HI
,,,,,,,M,Own,HI
,,,,,,,L,Mortgage,MI
,,,,,,,H,Rent,LI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Own,HI
,,,,,,,M,Rent,MI
,,,,,,,H,Own,MI
,,,,,,,M,Rent,HI
,,,,,,,H,Mortgage,LI
,,,,,,,M,Own,HI
,,,,,,,L,Rent,MI
,,,,,,,L,Own,MI
,,,,,,,L,Own,HI
,,,,,,,L,Rent,HI
,,,,,,,L,Mortgage,HI
,,,,,,,M,Own,LI
,,,,,,,L,Mortgage,HI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Rent,HI
,,,,,,,L,Own,HI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Own,LI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Rent,HI
,,,,,,,H,Rent,LI
,,,,,,,L,Rent,MI
,,,,,,,M,Own,HI
,,,,,,,M,Own,LI
,,,,,,,L,Rent,LI
,,,,,,,M,Rent,LI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Mortgage,LI
,,,,,,,L,Rent,LI
,,,,,,,M,Own,LI
,,,,,,,L,Rent,MI
,,,,,,,M,Rent,LI
,,,,,,,M,Own,MI
,,,,,,,L,Rent,HI
,,,,,,,M,Own,MI
,,,,,,,M,Mortgage,HI
,,,,,,,L,Rent,LI
,,,,,,,L,Rent,LI
,,,,,,,H,Mortgage,HI
,,,,,,,M,Rent,LI
,,,,,,,H,Mortgage,LI
,,,,,,,L,Own,MI
,,,,,,,L,Rent,LI
,,,,,,,M,Rent,LI
,,,,,,,L,Mortgage,LI
,,,,,,,H,Rent,MI
,,,,,,,L,Rent,MI
,,,,,,,L,Rent,HI
,,,,,,,L,Rent,MI
,,,,,,,M,Rent,MI
,,,,,,,M,Rent,MI
,,,,,,,L,Mortgage,LI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Mortgage,HI
,,,,,,,M,Rent,LI
,,,,,,,L,Own,MI
,,,,,,,M,Own,MI
,,,,,,,L,Mortgage,HI
,,,,,,,M,Own,LI
,,,,,,,M,Own,HI
,,,,,,,M,Own,LI
,,,,,,,M,Mortgage,LI
,,,,,,,M,Own,MI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Rent,MI
,,,,,,,L,Own,HI
,,,,,,,H,Mortgage,MI
,,,,,,,M,Mortgage,HI
,,,,,,,L,Own,LI
,,,,,,,L,Rent,MI
,,,,,,,L,Rent,MI
,,,,,,,H,Rent,HI
,,,,,,,L,Own,MI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Own,HI
,,,,,,,L,Own,LI
,,,,,,,M,Mortgage,LI
,,,,,,,L,Own,LI
,,,,,,,L,Mortgage,LI
,,,,,,,H,Mortgage,MI
,,,,,,,H,Rent,LI
,,,,,,,H,Mortgage,MI
,,,,,,,L,Own,LI
,,,,,,,M,Own,LI
,,,,,,,L,Mortgage,HI
,,,,,,,L,Rent,LI
,,,,,,,L,Rent,MI
,,,,,,,H,Mortgage,MI
,,,,,,,M,Mortgage,HI
,,,,,,,M,Rent,HI
,,,,,,,M,Own,LI
,,,,,,,M,Own,MI
,,,,,,,M,Own,MI
,,,,,,,L,Own,LI
,,,,,,,L,Own,HI
,,,,,,,L,Own,LI
,,,,,,,L,Mortgage,LI
,,,,,,,L,Mortgage,MI
,,,,,,,L,Rent,MI
,,,,,,,M,Mortgage,MI
,,,,,,,L,Mortgage,MI
,,,,,,,M,Own,MI
,,,,,,,M,Rent,MI
,,,,,,,L,Rent,LI
,,,,,,,M,Rent,LI
,,,,,,,L,Own,LI
,,,,,,,H,Rent,MI
,,,,,,,L,Rent,MI
,,,,,,,M,Mortgage,MI
,,,,,,,H,Mortgage,MI
,,,,,,,L,Mortgage,HI
,,,,,,,M,Own,LI
